# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "reference/GCF_000013465.1_ASM1346v1_genomic.gff" "-o" "counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "-p" "-T" "4" "alignments/C1.sorted.bam" "alignments/C2.sorted.bam" "alignments/C3.sorted.bam" "alignments/E1.sorted.bam" "alignments/E2.sorted.bam" "alignments/E3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C1.sorted.bam	alignments/C2.sorted.bam	alignments/C3.sorted.bam	alignments/E1.sorted.bam	alignments/E2.sorted.bam	alignments/E3.sorted.bam
SAUSA300_RS01630	NC_007793.1	355497	356804	-	1308	5634	3198	6579	5740	3650	5133
SAUSA300_RS01635	NC_007793.1	357388	358278	+	891	390	206	211	23	2	2
SAUSA300_RS01645	NC_007793.1	358527	359576	+	1050	1319	679	1708	1638	1599	1579
SAUSA300_RS01650	NC_007793.1	359589	360266	+	678	1059	583	1408	1653	1531	1636
SAUSA300_RS15965	NC_007793.1	360425	360565	-	141	112	54	68	8	3	4
SAUSA300_RS01655	NC_007793.1	360516	361505	+	990	3953	2083	4607	583	431	409
SAUSA300_RS01660	NC_007793.1	361848	362966	+	1119	77	34	59	138	31	27
SAUSA300_RS01665	NC_007793.1	362941	363864	+	924	65	32	80	114	51	63
SAUSA300_RS01670	NC_007793.1	363875	365095	+	1221	115	64	136	142	127	109
SAUSA300_RS01675	NC_007793.1	365200	366732	-	1533	165	149	422	163	111	157
SAUSA300_RS01680	NC_007793.1	366772	367653	-	882	102	70	345	64	61	32
SAUSA300_RS01685	NC_007793.1	367811	368671	+	861	88	50	188	234	164	175
SAUSA300_RS01690	NC_007793.1	368949	369749	-	801	435	261	705	746	514	691
SAUSA300_RS01695	NC_007793.1	369889	370557	+	669	280	177	462	228	185	204
SAUSA300_RS01700	NC_007793.1	370684	371997	-	1314	77	45	109	121	75	75
SAUSA300_RS01705	NC_007793.1	372415	374487	+	2073	10958	6543	12904	8030	8055	7284
SAUSA300_RS01710	NC_007793.1	374729	375556	-	828	762	470	1165	546	340	452
SAUSA300_RS01715	NC_007793.1	375629	376828	-	1200	608	346	753	316	195	214
SAUSA300_RS01720	NC_007793.1	376924	377016	+	93	36	24	44	16	5	4
SAUSA300_RS01725	NC_007793.1	377130	378131	+	1002	581	257	549	1531	1104	1480
SAUSA300_RS01730	NC_007793.1	378165	378497	+	333	228	96	194	524	387	474
SAUSA300_RS01735	NC_007793.1	378498	379298	+	801	400	230	371	864	816	906
SAUSA300_RS01740	NC_007793.1	379288	380232	+	945	484	262	497	1045	870	1050
SAUSA300_RS01745	NC_007793.1	380210	381232	+	1023	683	325	586	1382	988	1412
SAUSA300_RS01750	NC_007793.1	381547	382572	+	1026	1051	591	1245	3718	3776	3873
SAUSA300_RS01755	NC_007793.1	382665	384011	-	1347	273	190	428	313	273	289
SAUSA300_RS01760	NC_007793.1	384026	384310	-	285	57	31	89	68	30	29
SAUSA300_RS01765	NC_007793.1	384312	384755	-	444	98	50	113	62	31	43
SAUSA300_RS01770	NC_007793.1	384760	386715	-	1956	433	299	1308	211	180	215
SAUSA300_RS01775	NC_007793.1	386927	387346	+	420	462	258	829	123	98	131
SAUSA300_RS01780	NC_007793.1	387453	388808	+	1356	1000	544	1486	326	177	307
SAUSA300_RS01785	NC_007793.1	388912	389352	+	441	568	309	757	174	133	180
SAUSA300_RS01790	NC_007793.1	389435	390793	-	1359	1325	942	3400	724	517	552
SAUSA300_RS01795	NC_007793.1	391101	392027	+	927	358	193	377	7995	7742	9719
SAUSA300_RS01800	NC_007793.1	392041	393102	+	1062	467	203	523	11921	12679	14914
SAUSA300_RS01805	NC_007793.1	393116	393682	+	567	204	137	283	6961	7951	8966
SAUSA300_RS01810	NC_007793.1	393742	394737	-	996	790	429	1034	1237	1087	1008
SAUSA300_RS01815	NC_007793.1	394835	395131	+	297	25	26	70	341	312	353
SAUSA300_RS01820	NC_007793.1	395211	395756	+	546	229	143	412	1127	1014	1143
SAUSA300_RS01825	NC_007793.1	396024	396878	+	855	76	37	72	196	218	204
SAUSA300_RS01830	NC_007793.1	396875	398104	+	1230	128	49	138	223	247	206
SAUSA300_RS01835	NC_007793.1	398085	399797	+	1713	285	135	305	229	224	274
SAUSA300_RS01840	NC_007793.1	399889	400590	-	702	940	628	1267	485	278	433
SAUSA300_RS01845	NC_007793.1	400607	400831	-	225	390	259	573	283	123	183
SAUSA300_RS01850	NC_007793.1	400931	401320	-	390	619	319	624	410	194	309
SAUSA300_RS01855	NC_007793.1	401561	401764	+	204	115	75	107	84	95	85
SAUSA300_RS01860	NC_007793.1	401761	402474	+	714	439	274	447	425	454	375
SAUSA300_RS01865	NC_007793.1	402499	403341	+	843	771	491	806	796	999	678
SAUSA300_RS01870	NC_007793.1	403341	403970	+	630	1408	861	1919	1187	1129	1106
SAUSA300_RS01875	NC_007793.1	404337	405470	-	1134	1425	859	1894	90	47	69
SAUSA300_RS01885	NC_007793.1	406009	407190	+	1182	5148	2817	6824	2135	1719	1821
SAUSA300_RS01890	NC_007793.1	407273	408025	-	753	1049	672	1360	1045	848	883
SAUSA300_RS01895	NC_007793.1	408068	410296	-	2229	2486	1516	3090	2653	2261	2197
SAUSA300_RS01900	NC_007793.1	410293	412134	-	1842	1133	694	1315	1172	914	973
SAUSA300_RS01905	NC_007793.1	412103	413263	-	1161	311	221	422	320	222	209
SAUSA300_RS01910	NC_007793.1	413260	414363	-	1104	327	193	435	166	103	105
SAUSA300_RS01915	NC_007793.1	415027	415872	+	846	414	181	356	157	95	70
SAUSA300_RS01920	NC_007793.1	416029	416910	+	882	3386	1529	2841	258	159	203
SAUSA300_RS01925	NC_007793.1	416940	417143	+	204	1158	562	1304	97	59	82
SAUSA300_RS01930	NC_007793.1	417155	418252	+	1098	9174	4266	9710	1095	806	856
SAUSA300_RS01935	NC_007793.1	418338	418529	-	192	483	302	997	523	534	552
SAUSA300_RS01940	NC_007793.1	418773	419069	+	297	65830	34102	82722	2644	2401	2520
SAUSA300_RS01945	NC_007793.1	419090	419593	+	504	77895	40417	106060	3397	2838	3179
SAUSA300_RS01950	NC_007793.1	419645	419887	+	243	31279	16254	44668	1610	1447	1733
SAUSA300_RS01955	NC_007793.1	420153	421091	-	939	322	137	270	37	11	15
SAUSA300_RS01970	NC_007793.1	422037	422648	+	612	197	119	242	171	129	170
SAUSA300_RS01975	NC_007793.1	423017	423385	+	369	23	20	28	8	3	2
SAUSA300_RS01980	NC_007793.1	423566	424138	+	573	901	710	2115	2048	2135	1453
SAUSA300_RS01985	NC_007793.1	424276	424539	-	264	577	522	1367	750	511	799
SAUSA300_RS01990	NC_007793.1	424839	425090	+	252	4940	3354	10069	17713	20330	19620
SAUSA300_RS01995	NC_007793.1	425129	425338	-	210	33	19	27	5	2	3
SAUSA300_RS02000	NC_007793.1	425516	426097	+	582	645	418	884	93	87	74
SAUSA300_RS02005	NC_007793.1	426163	426546	-	384	992	745	2240	215	187	205
SAUSA300_RS02010	NC_007793.1	426801	427427	-	627	1777	1125	2928	2265	1883	2041
SAUSA300_RS02020	NC_007793.1	427872	429395	-	1524	10500	6475	11378	505708	502209	536552
SAUSA300_RS02025	NC_007793.1	429411	429980	-	570	3820	2645	5138	286637	278447	292733
SAUSA300_RS02030	NC_007793.1	430472	431227	+	756	785	478	1000	14578	13389	15682
SAUSA300_RS02035	NC_007793.1	431308	432696	-	1389	1086	609	1346	8586	8960	8782
SAUSA300_RS02040	NC_007793.1	432781	432882	+	102	126	78	119	301	318	297
SAUSA300_RS02045	NC_007793.1	433673	434629	-	957	4442	2858	7685	2943	2472	2744
SAUSA300_RS02050	NC_007793.1	434747	435409	-	663	1648	1147	2534	4236	4229	4653
SAUSA300_RS02055	NC_007793.1	435552	435959	-	408	1281	916	4523	17518	20095	19377
SAUSA300_RS02060	NC_007793.1	436472	437050	+	579	6058	2854	4353	266	239	282
SAUSA300_RS02065	NC_007793.1	437050	438318	+	1269	16684	8786	14527	1182	1005	1125
SAUSA300_RS02070	NC_007793.1	438356	439822	+	1467	31010	17466	28984	4972	4374	4678
SAUSA300_RS02075	NC_007793.1	439847	441388	+	1542	39765	22254	43447	6830	6657	6952
SAUSA300_RS02080	NC_007793.1	441501	442037	-	537	350	186	314	209	217	172
SAUSA300_RS02085	NC_007793.1	442430	443134	-	705	310	173	284	148	107	87
SAUSA300_RS02090	NC_007793.1	443533	443805	-	273	45	25	51	34	21	20
SAUSA300_RS02095	NC_007793.1	444066	444218	-	153	89	53	96	123	95	88
SAUSA300_RS02100	NC_007793.1	444742	445101	-	360	131	55	123	752	967	964
SAUSA300_RS02105	NC_007793.1	445120	445965	-	846	181	78	205	1804	1810	2232
SAUSA300_RS02110	NC_007793.1	446437	447117	+	681	136	65	295	301	268	281
SAUSA300_RS02115	NC_007793.1	447403	448098	+	696	70	31	96	177	180	206
SAUSA300_RS02120	NC_007793.1	448389	449447	+	1059	64	24	97	140	48	70
SAUSA300_RS02125	NC_007793.1	449566	449703	+	138	3	5	7	14	5	2
SAUSA300_RS02130	NC_007793.1	449812	450738	+	927	58	26	88	125	28	34
SAUSA300_RS02135	NC_007793.1	451102	451806	+	705	46	30	94	145	122	139
SAUSA300_RS02145	NC_007793.1	452252	452947	+	696	72	24	110	127	71	123
SAUSA300_RS02150	NC_007793.1	453368	454063	+	696	137	115	174	422	330	455
SAUSA300_RS02155	NC_007793.1	454407	455105	+	699	52	28	105	76	71	109
SAUSA300_RS02160	NC_007793.1	455485	456183	+	699	38	30	83	136	127	99
SAUSA300_RS02165	NC_007793.1	456549	457232	+	684	195	72	308	283	266	318
SAUSA300_RS02170	NC_007793.1	457317	457418	-	102	13	1	16	12	2	2
SAUSA300_RS02175	NC_007793.1	457496	459052	+	1557	2220	1204	2793	513	407	393
SAUSA300_RS02180	NC_007793.1	459045	460256	+	1212	2075	1125	1650	297	179	158
SAUSA300_RS02185	NC_007793.1	460639	461316	+	678	1117	645	904	42	25	39
SAUSA300_RS02190	NC_007793.1	461338	462846	+	1509	3006	1634	2770	647	566	640
SAUSA300_RS02195	NC_007793.1	462949	463257	-	309	329	247	505	3198	4039	3463
SAUSA300_RS02200	NC_007793.1	463625	464398	+	774	49	24	41	158	100	76
SAUSA300_RS02205	NC_007793.1	464429	465229	+	801	74	43	55	131	159	143
SAUSA300_RS02215	NC_007793.1	466101	466904	+	804	57	27	30	87	64	47
SAUSA300_RS02220	NC_007793.1	466923	467693	+	771	31	25	27	85	40	59
SAUSA300_RS02225	NC_007793.1	467725	468516	+	792	42	28	29	71	50	26
SAUSA300_RS02230	NC_007793.1	468586	469362	+	777	61	22	34	74	38	46
SAUSA300_RS02235	NC_007793.1	469541	470353	+	813	85	56	97	273	197	189
SAUSA300_RS02240	NC_007793.1	470372	471157	+	786	198	87	131	393	289	278
SAUSA300_RS02245	NC_007793.1	471340	472152	+	813	327	170	316	887	859	874
SAUSA300_RS02250	NC_007793.1	472142	473470	+	1329	706	410	648	1287	1705	1313
SAUSA300_RS02255	NC_007793.1	473467	473790	+	324	286	185	194	383	478	357
SAUSA300_RS02260	NC_007793.1	473809	474123	+	315	296	171	268	307	397	263
SAUSA300_RS02265	NC_007793.1	474413	474673	-	261	135	102	176	397	433	409
SAUSA300_RS02270	NC_007793.1	474792	475994	+	1203	155	70	226	1698	1697	1739
SAUSA300_RS16070	NC_007793.1	476263	476391	+	129	18	7	20	23	13	14
SAUSA300_RS15730	NC_007793.1	476653	476715	-	63	31	5	59	28	21	26
SAUSA300_RS15090	NC_007793.1	476779	476847	-	69	27	22	65	53	18	14
SAUSA300_RS15735	NC_007793.1	476899	476964	-	66	21	13	47	17	26	18
SAUSA300_RS15740	NC_007793.1	476996	477061	-	66	18	12	50	14	19	15
SAUSA300_RS02280	NC_007793.1	477582	479066	+	1485	3853	1593	3151	4241	4264	4031
SAUSA300_RS02285	NC_007793.1	479079	481784	+	2706	9459	4078	8470	16788	18755	17172
SAUSA300_RS02290	NC_007793.1	481946	482308	+	363	3235	1665	4135	4180	4837	4877
SAUSA300_RS15095	NC_007793.1	482537	482953	-	417	801	517	1025	451	342	345
SAUSA300_RS02300	NC_007793.1	482991	483665	+	675	2014	1165	2117	2036	1982	2218
SAUSA300_RS02305	NC_007793.1	483702	484436	+	735	2101	1122	2478	2664	2686	3026
SAUSA300_RS02310	NC_007793.1	484614	484727	+	114	106	58	94	106	91	62
SAUSA300_RS02315	NC_007793.1	484892	486229	+	1338	2971	1276	3222	398	391	413
SAUSA300_RS02320	NC_007793.1	486446	487360	+	915	98	63	131	858	1307	671
SAUSA300_RS02325	NC_007793.1	487344	488486	+	1143	231	130	309	2996	3843	2581
SAUSA300_RS02330	NC_007793.1	488780	489805	+	1026	142	124	231	484	395	326
SAUSA300_RS02335	NC_007793.1	489809	490468	+	660	99	76	109	412	455	369
SAUSA300_RS02340	NC_007793.1	490505	491347	+	843	395	236	417	1529	1622	1461
SAUSA300_RS02345	NC_007793.1	491679	492683	+	1005	5099	2460	4174	587	467	471
SAUSA300_RS02350	NC_007793.1	492868	493137	-	270	787	508	1355	1020	1083	1154
SAUSA300_RS02355	NC_007793.1	493286	493681	+	396	558	327	735	397	394	448
SAUSA300_RS02360	NC_007793.1	493671	494156	+	486	943	538	1326	722	700	770
SAUSA300_RS02365	NC_007793.1	494325	495107	-	783	999	664	1176	435	380	455
SAUSA300_RS02370	NC_007793.1	495104	496222	-	1119	660	433	776	289	227	241
SAUSA300_RS02375	NC_007793.1	496337	497221	-	885	201	130	231	178	161	140
SAUSA300_RS02380	NC_007793.1	497402	501901	+	4500	7466	4732	7285	22352	26683	22189
SAUSA300_RS02385	NC_007793.1	501919	503382	+	1464	4283	2440	3854	10261	12734	10145
SAUSA300_RS02390	NC_007793.1	503651	503743	+	93	233	130	265	317	367	363
SAUSA300_RS02395	NC_007793.1	504214	505641	+	1428	2339	1452	4637	1823	1813	2584
SAUSA300_RS02400	NC_007793.1	505705	507345	+	1641	1078	529	1620	632	519	710
SAUSA300_RS02405	NC_007793.1	507370	508098	+	729	1007	510	1451	479	325	520
SAUSA300_RS15100	NC_007793.1	508160	508429	+	270	26716	14679	64730	47703	70795	78188
SAUSA300_RS02410	NC_007793.1	508498	508599	+	102	221	99	155	69	43	33
SAUSA300_RS02415	NC_007793.1	508737	509261	+	525	1364	625	1354	296	217	307
SAUSA300_RS02420	NC_007793.1	509330	511027	+	1698	10693	5213	11904	3684	3116	3990
SAUSA300_RS02425	NC_007793.1	511117	511434	+	318	5182	2576	5664	4387	4528	4928
SAUSA300_RS02430	NC_007793.1	511441	512037	+	597	7072	3629	7278	5589	5891	6211
SAUSA300_RS02435	NC_007793.1	512242	512340	+	99	77	20	34	40	15	17
SAUSA300_RS02440	NC_007793.1	512891	514442	+	1552	63255	81831	161531	34178	38909	42260
SAUSA300_RS02445	NC_007793.1	514809	517731	+	2923	155011	189590	346937	88564	93081	102380
SAUSA300_RS02450	NC_007793.1	517804	517918	+	115	39	148	260	5	18	10
SAUSA300_RS02455	NC_007793.1	518801	520138	+	1338	986	452	1034	363	390	401
SAUSA300_RS02460	NC_007793.1	520140	520757	+	618	1038	539	1056	444	402	445
SAUSA300_RS02465	NC_007793.1	520785	521114	+	330	6761	3647	8516	3676	4357	4305
SAUSA300_RS02475	NC_007793.1	521328	522254	+	927	5327	2615	3878	597	507	388
SAUSA300_RS02480	NC_007793.1	522255	523058	+	804	4591	2303	4606	1037	946	860
SAUSA300_RS02485	NC_007793.1	523075	523422	+	348	2474	1172	2836	684	766	680
SAUSA300_RS02490	NC_007793.1	523696	524421	+	726	2004	994	1987	435	399	423
SAUSA300_RS02495	NC_007793.1	524414	524662	+	249	652	319	707	180	161	151
SAUSA300_RS02500	NC_007793.1	524664	525503	+	840	2372	1151	2574	505	406	441
SAUSA300_RS02510	NC_007793.1	525789	527762	+	1974	14458	7840	16274	3981	3739	3727
SAUSA300_RS02515	NC_007793.1	527793	528566	+	774	6111	3117	6678	2125	2100	2107
SAUSA300_RS02520	NC_007793.1	528733	529269	+	537	1921	1020	1880	558	455	480
SAUSA300_RS02525	NC_007793.1	529280	530173	+	894	3117	1810	3272	941	928	824
SAUSA300_RS02530	NC_007793.1	530273	530536	+	264	31455	17185	48094	8903	8800	8724
SAUSA300_RS02535	NC_007793.1	530846	531694	+	849	15053	7960	17797	3433	2971	3604
SAUSA300_RS02540	NC_007793.1	531708	532532	+	825	15457	8250	19875	5501	5264	6643
SAUSA300_RS02545	NC_007793.1	532549	532929	+	381	8057	4689	12443	6117	5224	6162
SAUSA300_RS02550	NC_007793.1	533001	533303	+	303	7993	4373	12168	7237	7241	7879
SAUSA300_RS02555	NC_007793.1	533493	533624	+	132	151	69	122	55	35	65
SAUSA300_RS02560	NC_007793.1	533647	534999	+	1353	8758	4681	8874	3745	4045	3714
SAUSA300_RS02565	NC_007793.1	535146	536111	+	966	10809	6025	12840	4691	4657	4229
SAUSA300_RS02575	NC_007793.1	536261	536914	+	654	70984	42415	107379	8299	8390	8802
SAUSA300_RS02580	NC_007793.1	537225	537797	+	573	699	381	1013	486	378	360
SAUSA300_RS02585	NC_007793.1	537797	541303	+	3507	5216	2844	4835	3548	3338	3192
SAUSA300_RS02590	NC_007793.1	541293	542819	+	1527	3104	1644	3264	2055	1913	2352
SAUSA300_RS02595	NC_007793.1	542819	544012	+	1194	4067	2274	4739	3409	2909	3597
SAUSA300_RS02600	NC_007793.1	544009	544272	+	264	1190	666	1425	842	774	917
SAUSA300_RS02605	NC_007793.1	544290	544682	+	393	2189	1064	2587	1559	1456	1771
SAUSA300_RS02610	NC_007793.1	544787	545188	+	402	6479	3979	11097	5589	5588	5942
SAUSA300_RS02615	NC_007793.1	545368	546663	+	1296	3855	1988	3944	765	598	584
SAUSA300_RS02620	NC_007793.1	546668	547207	+	540	4732	2502	4502	901	823	847
SAUSA300_RS02625	NC_007793.1	547464	549557	+	2094	40918	22023	42694	34030	29832	33632
SAUSA300_RS02630	NC_007793.1	549786	550667	+	882	3242	1559	3099	5648	4776	6371
SAUSA300_RS02635	NC_007793.1	550846	551778	+	933	7249	3906	7915	27462	31931	27315
SAUSA300_RS02640	NC_007793.1	551994	552797	+	804	877	453	984	450	324	401
SAUSA300_RS02645	NC_007793.1	552775	553140	+	366	629	317	736	275	234	272
SAUSA300_RS02650	NC_007793.1	553137	553613	+	477	2137	1250	2722	692	592	711
SAUSA300_RS02655	NC_007793.1	554007	554099	+	93	1839	1104	2037	623	506	648
SAUSA300_RS02660	NC_007793.1	554152	555639	+	1488	19556	11470	27861	7939	7164	8754
SAUSA300_RS02665	NC_007793.1	556197	556311	+	115	67	68	128	10	2	18
SAUSA300_RS02670	NC_007793.1	556324	556399	+	76	145	70	132	11	14	20
SAUSA300_RS02675	NC_007793.1	556522	558073	+	1552	63895	81356	162451	34275	38353	42210
SAUSA300_RS02680	NC_007793.1	558168	558244	+	77	303	162	354	27	37	52
SAUSA300_RS02685	NC_007793.1	558412	561334	+	2923	162643	197245	363061	92190	97640	107034
SAUSA300_RS02690	NC_007793.1	561407	561521	+	115	67	172	254	6	8	20
SAUSA300_RS02695	NC_007793.1	562046	563428	-	1383	394	199	484	267	374	181
SAUSA300_RS02700	NC_007793.1	563532	564419	+	888	8039	4498	8174	6065	7717	6691
SAUSA300_RS02705	NC_007793.1	564423	564983	+	561	5940	3220	6218	4279	5381	4406
SAUSA300_RS02710	NC_007793.1	565191	566405	-	1215	10855	6534	16276	997	901	859
SAUSA300_RS02715	NC_007793.1	566563	567024	+	462	767	544	1231	63440	70170	70876
SAUSA300_RS02720	NC_007793.1	567043	567609	+	567	667	338	778	54796	59976	56733
SAUSA300_RS02725	NC_007793.1	567599	568606	+	1008	1441	869	1490	115312	130313	118332
SAUSA300_RS02730	NC_007793.1	568620	571076	+	2457	6866	3817	6624	418635	499820	445470
SAUSA300_RS02740	NC_007793.1	571561	572925	+	1365	3016	1471	3117	5009	5482	5055
SAUSA300_RS02745	NC_007793.1	572950	574023	+	1074	2823	1333	2555	2625	2486	2519
SAUSA300_RS02750	NC_007793.1	574580	576034	+	1455	10358	5489	11557	4017	3818	3974
SAUSA300_RS02755	NC_007793.1	576457	577104	+	648	1004	548	941	2018	1720	1721
SAUSA300_RS02760	NC_007793.1	577088	578488	+	1401	2663	1441	2574	6284	6212	6276
SAUSA300_RS02765	NC_007793.1	578481	578885	+	405	852	481	778	2042	1991	1979
SAUSA300_RS02770	NC_007793.1	578893	579639	+	747	1706	914	1587	4264	4065	4066
SAUSA300_RS02775	NC_007793.1	579639	580163	+	525	1809	953	1727	4246	3896	4289
SAUSA300_RS02780	NC_007793.1	580244	580813	+	570	1741	990	1644	2917	2553	2768
SAUSA300_RS15115	NC_007793.1	580928	581071	+	144	2928	1483	3308	1231	1049	1156
SAUSA300_RS02785	NC_007793.1	581127	581309	+	183	3057	1612	2880	1104	1018	1052
SAUSA300_RS02790	NC_007793.1	581322	581870	+	549	9448	4944	10625	4242	3884	4093
SAUSA300_RS02795	NC_007793.1	582051	582473	+	423	67686	38697	100836	7045	6443	7298
SAUSA300_RS02800	NC_007793.1	582681	583373	+	693	87440	50773	132003	8254	7183	8212
SAUSA300_RS02805	NC_007793.1	583645	584145	+	501	82764	51410	123187	5536	4637	5302
SAUSA300_RS02810	NC_007793.1	584188	584556	+	369	39743	21924	59509	3882	3816	4156
SAUSA300_RS02815	NC_007793.1	584731	585339	+	609	6826	3885	9158	603	526	514
SAUSA300_RS02820	NC_007793.1	585554	589105	+	3552	105541	56762	121676	40222	35375	40599
SAUSA300_RS02825	NC_007793.1	589269	592865	+	3597	123492	69213	160526	42348	40204	47359
SAUSA300_RS02830	NC_007793.1	593002	593256	+	255	39440	22578	58325	6294	5279	5520
SAUSA300_RS02835	NC_007793.1	593354	593767	+	414	88929	53362	128904	17560	15851	17143
SAUSA300_RS02845	NC_007793.1	594427	596508	+	2082	319522	184692	506522	98894	98387	102988
SAUSA300_RS02850	NC_007793.1	596725	597909	+	1185	282614	170850	471754	201134	195957	212138
SAUSA300_RS02855	NC_007793.1	598191	599366	-	1176	868	476	1248	637	373	420
SAUSA300_RS02860	NC_007793.1	599537	600724	+	1188	4709	2546	7821	5982	4826	5586
SAUSA300_RS02865	NC_007793.1	600990	601868	+	879	7146	4557	8224	31019	27207	31610
SAUSA300_RS02870	NC_007793.1	602028	603665	+	1638	391	232	577	294	204	202
SAUSA300_RS02875	NC_007793.1	603879	604844	+	966	7350	4261	19846	10730	9075	9792
SAUSA300_RS02880	NC_007793.1	605179	606255	+	1077	5441	2853	8151	6217	5731	5592
SAUSA300_RS02885	NC_007793.1	606505	607188	+	684	1399	627	1334	534	422	319
SAUSA300_RS02890	NC_007793.1	607304	607966	-	663	1711	1057	2182	247	193	182
SAUSA300_RS02895	NC_007793.1	607959	608576	-	618	800	345	547	47	21	25
SAUSA300_RS02900	NC_007793.1	608643	609113	+	471	867	506	1230	104	44	44
SAUSA300_RS02905	NC_007793.1	609260	610129	+	870	1193	592	1093	118	68	79
SAUSA300_RS02910	NC_007793.1	610150	610716	+	567	1242	719	1411	397	313	236
SAUSA300_RS02915	NC_007793.1	611147	613990	+	2844	1624	819	2640	161	68	85
SAUSA300_RS02920	NC_007793.1	614357	618502	+	4146	6999	3779	8349	356	233	162
SAUSA300_RS02925	NC_007793.1	618896	622360	+	3465	3347	1748	4566	528	314	339
SAUSA300_RS02930	NC_007793.1	622479	623951	+	1473	1023	627	1323	505	479	461
SAUSA300_RS02935	NC_007793.1	624075	625565	-	1491	5963	3304	10176	2876	2596	2725
SAUSA300_RS02940	NC_007793.1	625847	626725	-	879	4347	2508	5458	6108	4681	5176
SAUSA300_RS02945	NC_007793.1	626738	627403	-	666	2445	1471	2962	3650	2638	2821
SAUSA300_RS02950	NC_007793.1	627417	627779	-	363	1924	1165	2867	2714	2017	2227
SAUSA300_RS02955	NC_007793.1	628055	628813	+	759	901	476	1034	1252	987	1109
SAUSA300_RS02960	NC_007793.1	628890	629522	+	633	2964	1727	3272	4574	3554	4250
SAUSA300_RS02965	NC_007793.1	629524	630072	+	549	2769	1809	3115	4757	3776	4276
SAUSA300_RS02970	NC_007793.1	630185	630832	+	648	472	243	477	61	32	16
SAUSA300_RS02975	NC_007793.1	631334	632734	+	1401	2678	1484	3614	1034	908	930
SAUSA300_RS02985	NC_007793.1	633278	634654	+	1377	433	173	315	67	39	14
SAUSA300_RS02990	NC_007793.1	634656	635795	+	1140	687	373	724	154	116	128
SAUSA300_RS02995	NC_007793.1	635770	636135	+	366	192	110	163	23	8	17
SAUSA300_RS03000	NC_007793.1	636138	636407	+	270	411	171	498	111	134	105
SAUSA300_RS03005	NC_007793.1	636608	636775	-	168	3919	2747	6821	2817	3140	2818
SAUSA300_RS03010	NC_007793.1	637282	638112	-	831	3090	1827	4069	5188	3638	5045
SAUSA300_RS03015	NC_007793.1	638296	638952	+	657	2214	1059	2828	143	81	92
SAUSA300_RS03020	NC_007793.1	638953	639333	+	381	1355	761	1701	125	69	77
SAUSA300_RS03025	NC_007793.1	639466	639834	+	369	1359	698	1544	121	71	103
SAUSA300_RS03030	NC_007793.1	639955	641439	+	1485	6319	3368	7259	1006	677	728
SAUSA300_RS03035	NC_007793.1	641581	642033	-	453	652	365	923	283	176	243
SAUSA300_RS03040	NC_007793.1	642046	642810	-	765	856	484	1330	313	241	239
SAUSA300_RS03045	NC_007793.1	643359	644111	-	753	3714	2197	4875	6205	5313	5610
SAUSA300_RS03050	NC_007793.1	644279	645265	+	987	10399	5930	16286	6427	5222	6095
SAUSA300_RS03055	NC_007793.1	645268	646104	+	837	9626	5599	13545	6347	5706	6083
SAUSA300_RS03060	NC_007793.1	646691	647611	+	921	4027	1775	2668	513	297	294
SAUSA300_RS03065	NC_007793.1	647616	648599	+	984	4962	2378	4705	1306	1114	942
SAUSA300_RS03070	NC_007793.1	648612	649688	+	1077	6342	3151	6179	2150	1767	1473
SAUSA300_RS03075	NC_007793.1	649865	650206	+	342	1176	614	1192	536	500	416
SAUSA300_RS03080	NC_007793.1	650258	651580	-	1323	869	455	1071	83767	94130	82897
SAUSA300_RS03085	NC_007793.1	651567	652007	-	441	190	77	179	19912	21346	19286
SAUSA300_RS03090	NC_007793.1	652065	652166	+	102	15	13	9	9	2	2
SAUSA300_RS03095	NC_007793.1	652632	654041	+	1410	383	216	312	525	374	276
SAUSA300_RS03100	NC_007793.1	654045	654671	+	627	162	79	93	96	53	46
SAUSA300_RS03105	NC_007793.1	654797	655438	+	642	269	147	180	153	121	87
SAUSA300_RS03110	NC_007793.1	655526	656143	+	618	423	198	250	193	195	142
SAUSA300_RS03115	NC_007793.1	656218	656847	+	630	379	188	285	213	164	134
SAUSA300_RS03120	NC_007793.1	656904	657020	+	117	120	83	95	59	42	38
SAUSA300_RS03125	NC_007793.1	657043	657663	+	621	250	166	197	134	106	84
SAUSA300_RS03130	NC_007793.1	657794	658435	+	642	429	200	252	176	135	131
SAUSA300_RS03140	NC_007793.1	659564	660193	+	630	244	144	194	87	51	39
SAUSA300_RS03145	NC_007793.1	660317	660958	+	642	306	126	224	124	88	73
SAUSA300_RS03150	NC_007793.1	660995	661630	+	636	486	245	433	308	257	243
SAUSA300_RS03160	NC_007793.1	661865	662491	+	627	378	235	341	208	196	227
SAUSA300_RS03165	NC_007793.1	662761	663699	+	939	1494	860	1719	2640	2674	2624
